numeric,numeric
ID,x5
0,0
1,1
2,0
3,1
4,1
5,1
6,1
7,0
8,1
9,1
10,0
11,1
12,0
13,1
14,1
15,1
16,1
17,0
18,0
19,1
20,0
21,0
22,0
23,1
24,0
25,1
26,0
27,0
28,0
29,1
30,1
31,0
32,0
33,0
34,1
35,1
36,0
37,0
38,0
39,0
40,1
41,0
42,1
43,0
44,1
45,0
46,1
47,1
48,0
49,1
50,0
51,1
52,1
53,1
54,0
55,1
56,0
57,1
58,1
59,1
60,1
61,0
62,0
63,1
64,1
65,1
66,0
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,1
75,1
76,0
77,0
78,1
79,0
80,0
81,0
82,1
83,1
84,0
85,1
86,0
87,0
88,1
89,1
90,1
91,1
92,0
93,1
94,0
95,1
96,1
97,1
98,0
99,0
100,0
101,0
102,1
103,1
104,1
105,0
106,1
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,0
117,0
118,1
119,1
120,0
121,1
122,1
123,0
124,0
125,0
126,1
127,1
128,0
129,1
130,0
131,0
132,1
133,0
134,0
135,1
136,0
137,1
138,1
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,0
147,1
148,1
149,0
150,0
151,1
152,1
153,1
154,0
155,1
156,0
157,0
158,1
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,1
167,1
168,1
169,1
170,1
171,0
172,0
173,0
174,1
175,1
176,0
177,0
178,1
179,1
180,0
181,1
182,1
183,0
184,1
185,1
186,0
187,0
188,1
189,1
190,1
191,0
192,0
193,1
194,1
195,0
196,1
197,1
198,0
199,1
200,1
201,0
202,0
203,0
204,0
205,1
206,1
207,0
208,1
209,1
210,0
211,0
212,0
213,0
214,1
215,1
216,1
217,0
218,0
219,1
220,0
221,1
222,0
223,0
224,0
225,1
226,1
227,0
228,0
229,1
230,0
231,1
232,0
233,0
234,1
235,1
236,0
237,0
238,0
239,1
240,0
241,1
242,1
243,0
244,1
245,1
246,0
247,0
248,1
249,0
250,0
251,1
252,0
253,0
254,1
255,0
256,0
257,0
258,1
259,1
260,1
261,1
262,1
263,0
264,1
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,0
