numeric,numeric
ID,x2
0,0
1,1
2,0
3,1
4,1
5,0
6,1
7,1
8,1
9,0
10,0
11,1
12,0
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,0
21,1
22,1
23,1
24,0
25,0
26,0
27,0
28,1
29,0
30,0
31,0
32,0
33,1
34,1
35,0
36,1
37,1
38,0
39,0
40,0
41,1
42,0
43,0
44,1
45,0
46,1
47,1
48,0
49,1
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,0
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,0
66,1
67,1
68,1
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,0
87,0
88,0
89,0
90,1
91,1
92,1
93,1
94,0
95,1
96,1
97,1
98,0
99,0
100,1
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,0
115,1
116,1
117,1
118,0
119,1
120,1
121,1
122,1
123,0
124,0
125,0
126,0
127,1
128,1
129,1
130,0
131,0
132,0
133,1
134,1
135,0
136,1
137,0
138,1
139,1
140,0
141,1
142,1
143,0
144,1
145,1
146,0
147,1
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,1
157,0
158,0
159,1
160,1
161,1
162,1
163,1
164,0
165,0
166,1
167,0
168,0
169,1
170,1
171,1
172,1
173,1
174,0
175,0
176,0
177,1
178,0
179,1
180,1
181,1
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,0
193,1
194,1
195,1
196,1
197,1
198,1
199,0
200,1
201,0
202,1
203,0
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,0
212,0
213,1
214,0
215,1
216,0
217,0
218,1
219,1
220,0
221,1
222,0
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,0
231,1
232,0
233,1
234,0
235,1
236,0
237,1
238,1
239,0
240,1
241,1
242,0
243,0
244,0
245,1
246,1
247,0
248,1
249,0
250,0
251,0
252,1
253,0
254,1
255,0
256,0
257,1
258,1
259,1
260,1
261,1
262,1
263,0
264,0
265,0
266,1
267,1
268,1
269,0
270,0
271,1
272,1
273,0
274,1
275,1
276,0
277,1
278,1
279,0
280,1
281,0
282,0
283,0
284,0
285,1
286,1
287,1
288,1
289,1
290,0
291,1
