numeric,numeric
ID,x1
0,0
1,0
2,0
3,1
4,1
5,1
6,0
7,1
8,0
9,0
10,1
11,0
12,0
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,0
21,1
22,0
23,0
24,0
25,0
26,1
27,1
28,1
29,0
30,1
31,0
32,1
33,1
34,0
35,0
36,1
37,1
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,0
48,0
49,0
50,1
51,0
52,0
53,0
54,1
55,0
56,1
57,0
58,1
59,0
60,0
61,1
62,1
63,1
64,0
65,1
66,0
67,0
68,0
69,1
70,1
71,1
72,0
73,0
74,0
75,0
76,1
77,0
78,0
79,0
80,0
81,1
82,1
83,1
84,0
85,1
86,0
87,0
88,0
89,1
90,0
91,1
92,1
93,1
94,1
95,0
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,0
104,1
105,1
106,1
107,0
108,0
109,0
110,1
111,0
112,0
113,1
114,1
115,1
116,0
117,1
118,0
119,1
120,0
121,1
122,1
123,1
124,0
125,1
126,1
127,0
128,0
129,0
130,1
131,1
132,1
133,1
134,0
135,0
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,0
145,0
146,0
147,1
148,0
149,1
150,1
151,1
152,0
153,0
154,1
155,1
156,1
157,1
158,0
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,1
167,0
168,0
169,0
170,1
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,1
181,1
182,0
183,1
184,0
185,1
186,1
187,0
188,0
189,0
190,1
191,0
192,0
193,0
194,1
195,1
196,1
197,0
198,0
199,1
200,0
201,0
202,0
203,0
204,1
205,1
206,1
207,1
208,0
209,0
210,0
211,1
212,0
213,0
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,1
229,1
230,0
231,0
232,1
233,1
234,1
235,0
236,1
237,1
238,1
239,0
240,0
241,0
242,1
243,1
244,1
245,0
246,0
247,1
248,0
249,0
250,0
251,0
252,1
253,0
254,1
255,1
256,0
257,0
258,1
259,1
260,0
261,1
262,1
263,1
264,1
265,1
266,0
267,1
268,1
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,0
277,1
278,0
279,1
280,0
281,0
282,1
283,0
284,1
285,0
286,0
287,1
288,0
289,1
290,1
291,1
292,0
293,0
294,1
295,1
296,0
297,1
298,1
299,1
300,1
301,0
302,0
303,1
304,1
305,1
306,1
307,1
308,0
309,1
310,1
311,1
312,0
313,1
314,0
315,0
316,1
317,0
318,1
319,0
320,0
321,1
322,0
323,1
324,0
325,1
326,1
327,0
328,1
329,0
330,0
331,0
332,0
333,1
334,0
335,0
336,0
337,1
338,1
339,1
340,0
341,0
342,1
343,0
344,0
345,1
346,1
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,0
355,1
356,1
357,1
358,0
359,0
360,0
361,0
362,1
363,1
364,0
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,1
373,0
374,1
375,0
376,1
377,1
378,0
379,1
380,0
381,1
382,1
383,0
384,0
385,1
386,1
387,1
388,1
389,0
390,1
391,1
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,1
401,0
402,1
403,1
404,0
405,1
406,0
407,1
408,0
409,1
410,1
411,0
412,1
413,0
414,0
415,1
416,1
417,1
418,1
419,0
420,0
421,0
422,1
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,1
431,1
432,0
433,0
434,1
435,1
436,0
437,0
438,0
439,1
440,0
441,0
442,1
443,0
444,0
445,1
446,1
447,1
448,0
449,1
450,0
451,0
452,0
453,1
454,1
455,1
456,0
457,1
458,1
459,0
460,0
461,0
462,0
463,1
464,0
465,1
466,1
467,1
468,0
469,1
470,0
471,0
472,0
473,0
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,0
486,0
487,1
488,1
489,0
490,0
491,1
492,0
493,0
494,0
495,1
496,0
497,0
498,0
499,0
500,0
501,1
502,0
503,1
504,0
505,1
506,1
507,0
508,1
509,0
510,1
511,0
512,0
513,0
514,0
515,1
516,1
517,0
518,1
519,0
520,0
521,1
522,0
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,0
534,0
535,1
536,0
537,1
538,0
539,1
540,1
541,1
542,0
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,0
551,0
552,1
553,0
554,0
555,1
556,0
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,0
565,0
566,1
567,0
568,0
569,0
570,0
571,1
572,0
573,1
574,1
575,1
576,1
577,0
578,1
579,0
580,0
581,0
582,1
583,1
584,0
585,0
586,1
587,0
588,1
589,1
590,0
591,1
592,1
593,0
594,1
595,0
596,1
597,1
598,0
599,1
600,0
601,0
602,1
603,1
604,1
605,0
606,1
607,1
608,0
609,1
610,0
611,1
612,1
613,1
614,1
615,0
616,1
617,1
618,1
619,0
620,0
621,0
622,0
623,1
624,1
625,0
626,0
627,1
628,0
629,0
630,0
631,0
632,0
633,1
634,1
635,0
636,1
637,1
638,0
639,1
640,1
641,1
642,1
643,1
644,1
645,0
646,1
647,0
648,1
649,0
650,0
651,1
652,0
653,1
654,1
655,0
656,1
657,0
658,0
659,1
660,0
661,0
662,1
663,1
664,1
665,1
666,0
667,1
668,0
669,0
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,0
678,1
679,0
680,0
681,0
682,0
683,1
684,0
685,1
686,1
687,1
688,0
689,0
690,0
691,1
692,0
693,0
694,0
695,1
696,1
697,1
698,1
699,0
700,0
701,1
702,0
703,1
704,0
705,1
706,0
707,1
708,1
709,1
710,1
711,1
712,0
713,0
714,1
715,0
716,1
717,0
718,1
719,1
720,1
721,0
722,1
723,1
724,0
725,0
726,1
727,0
728,1
729,0
730,0
731,1
732,1
733,1
734,1
735,0
736,0
737,1
738,0
739,0
740,1
741,0
742,1
743,0
744,1
745,0
746,0
747,0
748,0
749,1
750,0
751,0
752,0
753,1
754,1
755,0
756,1
757,0
758,0
759,1
760,1
761,1
762,1
763,1
764,1
765,1
766,0
767,0
768,0
769,1
770,1
771,0
772,0
773,1
774,0
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,1
783,0
784,1
785,1
786,1
787,0
788,0
789,0
790,1
791,1
792,1
793,0
794,0
795,0
796,1
797,1
798,1
799,0
800,0
801,1
802,0
803,0
804,1
805,1
806,0
807,1
808,1
809,1
810,0
811,0
812,1
813,0
814,1
815,1
816,0
817,0
818,0
819,1
820,0
821,0
822,1
823,0
824,1
825,0
826,1
827,1
828,0
829,1
830,1
831,1
832,1
833,1
834,0
835,1
836,1
837,1
838,1
839,0
840,1
841,1
842,0
843,0
844,1
845,1
846,0
847,0
848,1
849,0
850,0
851,1
852,0
853,1
854,1
855,0
856,0
857,0
858,0
859,0
860,1
861,0
862,1
863,0
864,0
865,0
866,1
867,1
868,1
869,1
870,0
871,0
872,0
873,1
874,1
875,0
876,1
877,1
878,1
879,0
880,1
881,0
882,1
883,1
884,1
885,0
886,1
887,1
888,0
889,1
890,0
891,1
892,1
893,0
894,0
895,0
896,1
897,1
898,0
899,0
900,1
901,0
902,0
903,0
904,0
905,0
906,1
907,1
908,0
909,1
910,0
911,0
912,1
913,1
914,1
915,1
916,1
917,1
918,0
919,1
920,0
921,0
922,1
923,0
924,0
925,0
926,1
927,1
928,1
929,1
930,1
931,1
932,0
933,1
934,1
935,1
936,1
937,0
938,0
939,1
940,1
941,1
942,0
943,1
944,0
945,0
946,0
947,1
948,1
949,0
950,1
951,0
952,0
953,0
954,0
955,0
956,1
957,1
958,0
959,0
960,1
961,1
962,0
963,1
964,0
965,0
966,1
967,0
968,1
969,0
970,0
971,1
972,0
973,1
974,1
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,0
983,0
984,0
985,0
986,1
987,0
988,0
989,1
990,0
991,0
992,1
993,1
994,1
995,1
996,0
997,0
998,1
999,0
1000,1
1001,0
1002,0
1003,0
1004,0
1005,0
1006,1
1007,0
1008,1
1009,0
1010,1
1011,1
1012,0
1013,0
1014,0
1015,0
1016,1
1017,0
1018,1
1019,1
1020,1
1021,1
1022,0
1023,0
1024,1
1025,1
1026,1
1027,1
1028,1
1029,0
1030,1
1031,1
1032,1
1033,1
1034,1
1035,0
1036,1
1037,0
1038,0
1039,0
1040,0
1041,1
1042,1
1043,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,0
1050,1
1051,0
1052,1
1053,0
1054,0
1055,1
1056,0
1057,0
1058,1
1059,1
1060,1
1061,0
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,0
1069,0
1070,0
1071,0
1072,0
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,0
1080,1
1081,1
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,1
1093,1
1094,0
1095,0
1096,1
1097,1
1098,0
1099,0
1100,1
1101,1
1102,1
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,1
1114,0
1115,1
1116,1
1117,1
1118,0
1119,1
1120,0
1121,1
1122,0
1123,0
1124,0
1125,1
1126,0
1127,1
1128,1
1129,1
1130,0
1131,0
1132,1
1133,1
1134,1
1135,0
1136,0
1137,1
1138,0
1139,1
1140,0
1141,1
1142,0
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,1
1150,0
1151,1
1152,0
1153,1
1154,0
1155,1
1156,0
1157,1
1158,1
1159,0
1160,0
1161,1
1162,1
1163,0
1164,0
1165,0
1166,0
1167,1
1168,1
1169,1
1170,1
1171,0
1172,1
1173,0
1174,1
1175,1
1176,1
1177,0
1178,1
1179,0
1180,1
1181,0
1182,1
1183,0
1184,1
1185,1
1186,1
1187,0
1188,0
1189,0
1190,1
1191,0
1192,1
1193,0
1194,1
1195,0
1196,1
1197,1
1198,1
1199,0
1200,0
1201,0
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,0
1209,0
1210,1
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,1
1218,0
1219,1
1220,1
1221,0
1222,0
1223,1
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,0
1239,0
1240,0
1241,1
1242,0
1243,1
1244,1
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,1
1253,0
1254,1
1255,0
1256,0
1257,0
1258,0
1259,0
1260,1
1261,1
1262,1
1263,0
1264,0
1265,0
1266,0
1267,0
1268,1
1269,0
1270,0
1271,0
1272,1
1273,0
1274,0
1275,1
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,1
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1293,1
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,1
1302,0
1303,0
1304,0
1305,1
1306,0
1307,0
1308,0
1309,1
1310,0
1311,1
1312,1
1313,1
1314,1
1315,0
1316,1
1317,0
1318,0
1319,0
1320,0
1321,1
1322,0
1323,1
1324,1
1325,1
1326,0
1327,0
1328,1
1329,1
1330,1
1331,1
1332,0
1333,0
1334,0
1335,1
1336,0
1337,0
1338,1
1339,1
1340,0
1341,0
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0
1353,0
1354,0
1355,1
1356,0
1357,1
1358,1
1359,0
1360,0
1361,1
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,0
1371,1
1372,1
1373,0
1374,0
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,0
1382,0
1383,0
1384,1
1385,1
1386,0
1387,1
1388,0
1389,1
1390,1
1391,0
1392,1
1393,0
1394,1
1395,1
1396,0
1397,1
1398,1
1399,1
1400,0
1401,1
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,1
1409,1
1410,1
1411,0
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,0
1419,0
1420,1
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1432,0
1433,1
1434,0
1435,0
1436,1
1437,0
1438,1
1439,0
1440,0
1441,1
1442,0
1443,0
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,0
1451,1
1452,0
1453,0
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,0
1462,0
1463,1
1464,1
1465,1
1466,0
1467,0
1468,0
1469,1
1470,1
1471,0
1472,1
1473,1
1474,0
1475,1
1476,0
1477,1
1478,1
1479,1
1480,0
1481,0
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,0
1489,1
1490,1
1491,1
1492,0
1493,1
1494,1
1495,0
1496,0
1497,0
1498,1
1499,0
1500,0
1501,1
1502,0
1503,1
1504,0
1505,0
1506,0
1507,1
1508,0
1509,0
1510,1
1511,0
1512,1
1513,0
1514,1
1515,1
1516,1
1517,0
1518,0
1519,0
1520,0
1521,1
1522,1
1523,0
1524,0
1525,0
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,0
1533,0
1534,1
1535,0
1536,1
1537,0
1538,0
1539,1
1540,0
1541,1
1542,0
1543,0
1544,0
1545,1
1546,0
1547,1
1548,0
1549,0
1550,0
1551,0
1552,1
1553,1
1554,1
1555,1
1556,0
1557,0
1558,0
1559,0
1560,1
1561,0
1562,1
1563,1
1564,0
1565,0
1566,1
1567,0
1568,0
1569,1
1570,0
1571,1
1572,1
1573,0
1574,1
1575,1
1576,0
1577,1
1578,0
1579,1
1580,0
1581,0
1582,1
1583,0
1584,1
1585,1
1586,0
1587,0
1588,1
1589,0
1590,0
1591,1
1592,1
1593,1
1594,0
1595,1
1596,0
1597,1
1598,1
1599,0
1600,0
1601,1
1602,1
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,0
1612,0
1613,1
1614,1
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1621,1
1622,0
1623,1
1624,1
1625,0
1626,1
1627,1
1628,1
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,0
1636,1
1637,1
1638,0
1639,0
1640,1
1641,1
1642,1
1643,1
1644,0
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,0
1652,0
1653,0
1654,1
1655,0
1656,1
1657,1
1658,1
1659,0
1660,1
1661,1
1662,0
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0
1673,1
1674,0
1675,0
1676,1
1677,0
1678,1
1679,0
1680,1
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,0
1688,0
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,0
1706,1
1707,0
1708,0
1709,1
1710,1
1711,0
1712,0
1713,0
1714,0
1715,1
1716,1
1717,0
1718,0
1719,1
1720,1
1721,0
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,1
1745,0
1746,1
1747,1
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,0
1757,1
1758,0
1759,0
1760,1
1761,1
1762,0
1763,1
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,0
1771,0
1772,0
1773,1
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,1
1781,0
1782,1
1783,1
1784,0
1785,0
1786,1
1787,1
1788,1
1789,1
1790,1
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,1
1806,0
1807,1
1808,0
1809,0
1810,0
1811,1
1812,0
1813,0
1814,0
1815,0
1816,1
1817,1
1818,0
1819,0
1820,1
1821,1
1822,0
1823,1
1824,0
1825,0
1826,0
1827,0
1828,1
1829,0
1830,0
1831,0
1832,1
1833,0
1834,0
1835,0
1836,0
1837,0
1838,0
1839,1
1840,0
1841,0
1842,0
1843,0
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,0
1851,1
1852,1
1853,0
1854,1
1855,0
1856,0
1857,0
1858,0
1859,1
1860,1
1861,1
1862,1
1863,0
1864,0
1865,1
1866,1
1867,1
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,1
1875,0
1876,1
1877,1
1878,1
1879,0
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,1
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,1
1895,1
1896,0
1897,0
1898,1
1899,1
1900,0
1901,0
1902,0
1903,1
1904,1
1905,1
1906,1
1907,0
1908,1
1909,1
1910,1
1911,1
1912,0
1913,0
1914,1
1915,1
1916,1
1917,0
1918,1
1919,1
1920,0
1921,1
1922,0
1923,0
1924,0
1925,0
1926,1
1927,1
1928,1
1929,1
1930,1
1931,0
1932,0
1933,1
1934,1
1935,0
1936,0
1937,0
1938,1
1939,1
1940,1
1941,0
1942,0
1943,0
1944,1
1945,0
1946,0
1947,0
1948,1
1949,1
1950,0
1951,0
1952,0
1953,0
1954,1
1955,0
1956,0
1957,1
1958,0
1959,1
1960,1
1961,1
1962,1
1963,1
1964,0
1965,1
1966,1
1967,1
1968,1
1969,0
1970,0
1971,0
1972,1
1973,0
1974,1
1975,0
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,0
1983,1
1984,1
1985,1
1986,0
1987,1
1988,0
1989,0
1990,1
1991,1
1992,0
1993,0
1994,0
1995,1
1996,0
1997,1
1998,0
1999,1
2000,0
2001,0
2002,0
2003,1
2004,0
2005,0
2006,0
2007,1
2008,1
2009,0
2010,1
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,0
2024,1
2025,0
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,0
2033,0
2034,1
2035,1
2036,0
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,0
2044,1
2045,1
2046,0
2047,0
2048,1
2049,1
2050,1
2051,0
2052,1
2053,0
2054,1
2055,0
2056,0
2057,1
2058,0
2059,1
2060,0
2061,1
2062,0
2063,1
2064,0
2065,1
2066,1
2067,0
2068,0
2069,1
2070,0
2071,0
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,0
2082,0
2083,0
2084,1
2085,0
2086,1
2087,1
2088,0
2089,1
2090,1
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,0
2098,0
2099,1
2100,1
2101,0
2102,0
2103,0
2104,0
2105,0
2106,1
2107,0
2108,0
2109,1
2110,1
2111,0
2112,1
2113,1
2114,0
2115,1
2116,1
2117,0
2118,1
2119,1
2120,1
2121,0
2122,0
2123,0
2124,1
2125,0
2126,0
2127,1
2128,0
2129,0
2130,0
2131,1
2132,1
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,1
2140,1
2141,0
2142,1
2143,0
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,0
2152,1
2153,1
2154,1
2155,1
2156,0
2157,1
2158,0
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,0
2170,1
2171,1
2172,0
2173,0
2174,0
2175,0
2176,0
2177,1
2178,0
2179,1
2180,1
2181,0
2182,0
2183,0
2184,0
2185,1
2186,0
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,1
2195,0
2196,1
2197,1
2198,1
2199,1
2200,0
2201,1
2202,1
2203,0
2204,1
2205,0
2206,1
2207,1
2208,1
2209,1
2210,0
2211,1
2212,0
2213,0
2214,0
2215,1
2216,0
2217,0
2218,1
2219,1
2220,0
2221,0
2222,0
2223,0
2224,1
2225,1
2226,0
2227,0
2228,0
2229,1
2230,0
2231,0
2232,1
2233,1
2234,0
2235,0
2236,0
2237,0
2238,0
2239,1
2240,0
2241,1
2242,1
2243,0
2244,0
2245,1
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,1
2256,1
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,1
2264,1
2265,0
2266,0
2267,1
2268,0
2269,1
2270,0
2271,1
2272,0
2273,1
2274,0
2275,1
2276,1
2277,1
2278,0
2279,1
2280,0
2281,1
2282,1
2283,1
2284,1
2285,0
2286,1
2287,0
2288,1
2289,0
2290,0
2291,1
2292,1
2293,1
2294,0
2295,1
2296,0
2297,0
2298,0
2299,0
2300,1
2301,1
2302,1
2303,0
2304,0
2305,0
2306,1
2307,0
2308,1
2309,0
2310,0
2311,1
2312,0
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,0
2327,1
2328,1
2329,0
2330,0
2331,0
2332,1
2333,1
2334,1
2335,0
2336,1
2337,0
2338,0
2339,1
2340,1
2341,1
2342,1
2343,1
2344,0
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,0
2354,1
2355,1
2356,0
2357,0
2358,0
2359,1
2360,1
2361,0
2362,0
2363,1
2364,1
2365,1
2366,1
2367,1
2368,0
2369,0
2370,0
2371,1
2372,1
2373,1
2374,0
2375,1
2376,0
2377,1
2378,1
2379,0
2380,1
2381,1
2382,0
2383,1
2384,1
2385,0
2386,1
2387,1
2388,1
2389,1
