numeric,numeric
ID,x2
0,0
1,1
2,0
3,0
4,1
5,0
6,1
7,1
8,1
9,0
10,1
11,1
12,1
13,0
14,1
15,0
16,0
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,0
36,0
37,0
38,0
39,1
40,1
41,0
42,0
43,0
44,1
45,0
46,1
47,0
48,0
49,1
50,0
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,1
61,1
62,1
63,0
64,1
65,1
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,0
74,1
75,1
76,1
77,0
78,1
79,1
80,0
81,0
82,1
83,1
84,0
85,0
86,1
87,0
88,1
89,0
90,1
91,1
92,0
93,0
94,1
95,0
96,1
97,1
98,1
99,1
