numeric,numeric
ID,x4
0,0
1,0
2,0
3,1
4,0
5,0
6,1
7,1
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,1
16,1
17,0
18,1
19,1
20,0
21,0
22,0
23,0
24,0
25,0
26,1
27,0
28,1
29,0
30,0
31,1
32,1
33,0
34,0
35,1
36,1
37,1
38,0
39,0
40,1
41,1
42,0
43,0
44,0
45,1
46,1
47,0
48,1
49,0
50,0
51,0
52,1
53,0
54,0
55,1
56,0
57,1
58,1
59,1
60,0
61,1
62,1
63,1
64,1
65,1
66,0
67,0
68,1
69,1
70,0
71,1
72,0
73,1
74,0
75,0
76,0
77,1
78,1
79,1
80,0
81,1
82,1
83,1
84,0
85,1
86,1
87,1
88,0
89,1
90,1
91,0
92,0
93,0
94,1
95,0
96,0
97,1
98,1
99,1
100,1
101,0
102,0
103,0
104,0
105,0
106,1
107,1
108,1
109,1
110,0
111,0
112,1
113,1
114,0
115,1
116,0
117,1
118,0
119,0
120,1
121,1
122,0
123,0
124,0
125,1
126,0
127,1
128,0
129,0
130,1
131,1
132,1
133,1
134,1
135,0
136,0
137,0
138,1
139,0
140,0
141,1
142,1
143,0
144,0
145,1
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,0
154,1
155,0
156,0
157,0
158,1
159,1
160,1
161,1
162,0
163,0
164,1
165,1
166,0
167,0
168,1
169,0
170,1
171,1
172,0
173,0
174,1
175,1
176,1
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,1
187,0
188,1
189,1
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,1
198,0
199,0
200,1
201,1
202,0
203,0
204,1
205,1
206,0
207,1
208,0
209,1
210,0
211,1
212,0
213,1
214,0
215,1
216,1
217,1
218,0
219,1
220,0
221,1
222,1
223,0
224,0
225,1
226,1
227,0
228,0
229,0
230,1
231,1
232,0
233,0
234,0
235,1
236,0
237,0
238,0
239,1
240,0
241,0
242,1
243,0
244,0
245,0
246,1
247,0
248,1
249,1
250,1
251,1
252,1
253,0
254,1
255,0
256,0
257,0
258,1
259,0
260,0
261,1
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,1
275,1
276,1
277,0
278,1
279,0
280,1
281,0
282,1
283,1
284,0
285,0
286,0
287,0
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,1
296,0
297,0
298,0
299,1
300,0
301,1
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,0
310,1
311,0
312,1
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,1
322,0
323,1
324,0
325,1
326,1
327,1
328,1
329,1
330,1
331,0
332,0
333,1
334,0
335,1
336,1
337,0
338,1
339,1
340,1
341,1
342,1
343,1
344,0
345,1
346,0
347,1
348,0
349,0
350,0
351,1
352,0
353,0
354,0
355,0
356,1
357,0
358,0
359,0
360,0
361,1
362,1
363,1
364,0
365,0
366,1
367,0
368,0
369,1
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,0
381,0
382,1
383,0
384,0
385,0
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,0
394,0
395,0
396,0
397,1
398,0
399,0
400,0
401,0
402,1
403,0
404,0
405,0
406,1
407,1
408,1
409,0
410,0
411,1
412,1
413,0
414,1
415,0
416,1
417,0
418,1
419,1
420,1
421,0
422,1
423,1
424,0
425,0
426,1
427,1
428,0
429,1
430,1
431,0
432,1
433,1
434,0
435,1
436,1
437,1
438,1
439,1
440,0
441,0
442,1
443,0
444,1
445,0
446,1
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,1
456,0
457,0
458,1
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,1
468,0
469,0
470,0
471,0
472,1
473,1
474,1
475,1
476,1
477,0
478,1
479,0
480,0
481,0
482,0
483,1
484,1
