numeric,numeric
ID,x1
0,0
1,0
2,0
3,1
4,1
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,0
13,1
14,1
15,1
16,0
17,0
18,0
19,0
20,0
21,1
22,0
23,0
24,1
25,0
26,0
27,0
28,1
29,1
30,0
31,0
32,0
33,0
34,1
35,0
36,0
37,1
38,0
39,0
40,0
41,1
42,1
43,0
44,1
45,1
46,0
47,0
48,1
49,0
50,0
51,0
52,0
53,1
54,1
55,1
56,0
57,1
58,0
59,0
60,0
61,1
62,1
63,0
64,0
65,1
66,1
67,0
68,1
69,0
70,1
71,1
72,0
73,1
74,0
75,0
76,1
77,1
78,0
79,0
80,1
81,0
82,1
83,0
84,0
85,1
86,1
87,0
88,0
89,0
90,1
91,1
92,1
93,1
94,0
95,1
96,0
97,1
98,1
99,0
