numeric,numeric
ID,x4
0,0
1,1
2,1
3,1
4,0
5,1
6,0
7,1
8,0
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,1
17,0
18,1
19,1
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,0
29,0
30,1
31,1
32,0
33,1
34,1
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,0
44,1
45,0
46,1
47,1
48,1
49,1
50,0
51,0
52,0
53,1
54,1
55,0
56,0
57,0
58,1
59,0
60,1
61,0
62,0
63,1
64,0
65,0
66,0
67,1
68,1
69,1
70,1
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,1
83,0
84,1
85,0
86,0
87,0
88,0
89,1
90,1
91,0
92,0
93,0
94,1
95,1
96,0
97,1
98,0
99,0
100,1
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,0
115,0
116,1
117,1
118,1
119,1
120,0
121,0
122,0
123,0
124,0
125,1
126,1
127,0
128,1
129,1
130,0
131,0
132,0
133,0
134,1
135,1
136,0
137,0
138,0
139,1
140,1
141,1
142,0
143,1
144,1
145,0
146,0
147,0
148,0
149,0
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,1
164,1
165,0
166,1
167,0
168,1
169,0
170,1
171,0
172,1
173,1
174,1
175,1
176,0
177,0
178,1
179,1
180,1
181,0
182,1
183,0
184,0
185,1
186,0
187,0
188,0
189,0
190,1
191,1
192,0
193,0
194,1
195,1
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,1
204,1
205,1
206,0
207,0
208,0
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,0
217,1
218,0
219,1
220,0
221,0
222,0
223,1
224,0
225,1
226,0
227,0
228,1
229,1
230,1
231,1
232,0
233,0
234,1
235,0
236,1
237,0
238,1
239,0
240,0
241,1
242,0
243,0
244,1
245,1
246,1
247,0
248,1
249,0
250,1
251,0
252,0
253,0
254,1
255,1
256,1
257,1
258,0
259,1
260,1
261,0
262,1
263,0
264,1
265,0
266,0
267,0
268,1
269,1
270,1
271,1
272,0
273,0
274,1
275,0
276,0
277,0
278,1
279,1
280,0
281,0
282,0
283,0
284,0
285,1
286,0
287,0
288,1
289,1
290,1
291,1
292,1
293,1
294,1
295,0
296,1
297,0
298,1
299,1
300,0
301,1
302,1
303,1
304,1
305,0
306,0
307,1
308,0
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,0
317,0
318,1
319,1
320,1
321,0
322,0
323,0
324,0
325,1
326,1
327,1
328,0
329,1
330,0
331,0
332,1
333,1
334,0
335,0
336,0
337,1
338,1
339,1
340,1
341,0
342,1
343,1
344,0
345,1
346,1
347,0
348,1
349,1
350,1
351,0
352,0
353,0
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,1
363,1
364,1
365,1
366,1
367,1
368,0
369,1
370,0
371,1
372,1
373,1
374,0
375,1
376,0
377,0
378,1
379,0
380,0
381,0
382,1
383,0
384,0
385,1
386,1
387,1
388,1
389,0
390,0
391,1
392,1
393,1
394,1
395,1
396,1
397,0
398,0
399,1
400,1
401,1
402,0
403,1
404,0
405,0
406,1
407,1
408,0
409,0
410,1
411,1
412,1
413,0
414,1
415,0
416,0
417,1
418,1
419,0
420,0
421,0
422,0
423,1
424,0
425,1
426,1
427,0
428,1
429,0
430,0
431,0
432,1
433,1
434,1
435,0
436,1
437,0
438,1
439,1
440,1
441,0
442,1
443,0
444,0
445,0
446,1
447,0
448,1
449,1
450,1
451,1
452,1
453,1
454,0
455,0
456,0
457,0
458,0
459,1
460,1
461,1
462,1
463,1
464,0
465,1
466,1
467,0
468,0
469,1
470,0
471,0
472,0
473,1
474,0
475,1
476,1
477,1
478,0
479,0
480,1
481,0
482,0
483,1
484,0
