numeric,numeric
ID,x3
0,1
1,0
2,0
3,1
4,1
5,0
6,1
7,1
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,0
16,0
17,0
18,1
19,1
20,0
21,0
22,1
23,0
24,1
25,0
26,0
27,1
28,1
29,0
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,0
42,0
43,1
44,0
45,1
46,1
47,0
48,0
49,1
50,0
51,0
52,1
53,1
54,0
55,1
56,0
57,1
58,0
59,0
60,0
61,0
62,0
63,1
64,1
65,1
66,1
67,1
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,1
77,0
78,0
79,1
80,1
81,1
82,1
83,0
84,0
85,1
86,1
87,1
88,0
89,1
90,1
91,0
92,0
93,1
94,1
95,1
96,1
97,1
98,0
99,1
100,1
101,1
102,1
103,1
104,0
105,0
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,1
116,0
117,1
118,0
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,0
127,1
128,0
129,1
130,1
131,0
132,1
133,0
134,1
135,1
136,1
137,0
138,0
139,1
140,1
141,1
142,0
143,1
144,0
145,0
146,0
147,0
148,1
149,0
150,1
151,1
152,1
153,1
154,1
155,1
156,0
157,0
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,0
166,1
167,0
168,0
169,0
170,0
171,0
172,0
173,1
174,1
175,1
176,0
177,0
178,0
179,0
180,0
181,0
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,0
191,1
192,1
193,0
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,1
202,1
203,1
204,0
205,0
206,0
207,0
208,1
209,1
210,1
211,0
212,1
213,0
214,0
215,0
216,0
217,1
218,0
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,0
241,0
242,1
243,1
244,0
245,0
246,0
247,0
248,0
249,1
250,0
251,0
252,1
253,0
254,0
255,0
256,0
257,1
258,0
259,0
260,1
261,1
262,0
263,1
264,1
265,0
266,1
267,0
268,0
269,1
270,0
271,0
272,1
273,0
274,0
275,1
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,1
284,0
285,1
286,0
287,0
288,1
289,0
290,0
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,1
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,1
314,0
315,0
316,0
317,1
318,1
319,0
320,1
321,0
322,1
323,1
324,0
325,0
326,1
327,0
328,1
329,0
330,1
331,0
332,1
333,1
334,0
335,1
336,0
337,0
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,1
346,1
347,1
348,0
349,0
350,1
351,0
352,1
353,0
354,1
355,1
356,0
357,0
358,0
359,0
360,1
361,1
362,0
363,1
364,1
365,0
366,1
367,0
368,1
369,0
370,1
371,1
372,1
373,1
374,0
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,1
383,0
384,0
385,1
386,0
387,0
388,0
389,1
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,0
398,1
399,1
400,0
401,1
402,1
403,1
404,0
405,0
406,1
407,1
408,1
409,0
410,1
411,1
412,1
413,1
414,1
415,1
416,0
417,0
418,0
419,1
420,1
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,1
429,0
430,0
431,1
432,0
433,0
434,0
435,1
436,0
437,0
438,1
439,1
440,0
441,1
442,1
443,0
444,1
445,0
446,1
447,0
448,0
449,0
450,0
451,1
452,1
453,0
454,0
455,0
456,0
457,1
458,1
459,1
460,1
461,0
462,0
463,1
464,1
465,0
466,1
467,0
468,0
469,0
470,0
471,0
472,1
473,1
474,1
475,1
476,1
477,0
478,0
479,1
480,1
481,0
482,1
483,0
484,1
485,0
486,0
487,0
488,1
489,0
490,1
491,1
492,0
493,0
494,0
495,1
496,0
497,1
498,1
499,0
