numeric,numeric
ID,x2
0,1
1,0
2,1
3,0
4,0
5,1
6,1
7,0
8,1
9,1
10,0
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,0
26,1
27,0
28,0
29,0
30,1
31,1
32,0
33,0
34,1
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,1
45,0
46,1
47,0
48,1
49,1
50,1
51,0
52,0
53,1
54,1
55,1
56,1
57,1
58,0
59,1
60,1
61,1
62,0
63,1
64,1
65,0
66,0
67,1
68,1
69,1
70,0
71,0
72,1
73,1
74,1
75,1
76,1
77,0
78,0
79,1
80,0
81,1
82,0
83,0
84,1
85,0
86,0
87,0
88,0
89,1
90,0
91,1
92,1
93,1
94,0
95,1
96,0
97,0
98,0
99,0
100,1
101,1
102,1
103,0
104,0
105,1
106,0
107,1
108,0
109,0
110,1
111,1
112,0
113,1
114,1
115,1
116,0
117,0
118,1
119,0
120,0
121,0
122,0
123,1
124,0
125,0
126,0
127,0
128,0
129,1
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,0
138,1
139,1
140,0
141,0
142,1
143,0
144,1
145,1
146,1
147,1
148,0
149,1
150,0
151,1
152,0
153,1
154,1
155,1
156,1
157,0
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,1
166,0
167,0
168,0
169,1
170,0
171,1
172,1
173,0
174,1
175,1
176,1
177,0
178,1
179,1
180,1
181,0
182,1
183,1
184,0
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,0
193,0
194,0
195,1
196,1
197,0
198,0
199,1
200,1
201,0
202,1
203,0
204,1
205,0
206,1
207,1
208,0
209,0
210,0
211,0
212,0
213,0
214,1
215,1
216,0
217,1
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,1
233,1
234,0
235,0
236,0
237,0
238,0
239,1
240,0
241,0
242,1
243,1
244,0
245,0
246,1
247,0
248,1
249,1
250,1
251,1
252,1
253,0
254,0
255,1
256,1
257,1
258,0
259,1
260,0
261,0
262,0
263,0
264,0
265,0
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,0
275,1
276,0
277,1
278,0
279,1
280,1
281,0
282,0
283,1
284,0
285,1
286,1
287,1
288,1
289,0
290,0
291,1
292,1
293,0
294,1
295,1
296,0
297,0
298,1
299,1
300,1
301,0
302,1
303,0
304,0
305,0
306,0
307,0
308,1
309,0
310,0
311,1
312,0
313,0
314,0
315,1
316,0
317,0
318,1
319,1
320,0
321,1
322,1
323,1
324,0
325,0
326,0
327,0
328,1
329,0
330,0
331,0
332,1
333,1
334,1
335,1
336,1
337,1
338,0
339,1
340,0
341,1
342,1
343,1
344,0
345,0
346,0
347,0
348,1
349,1
350,0
351,0
352,0
353,1
354,0
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,1
363,1
364,1
365,1
366,0
367,1
368,1
369,1
370,1
371,1
372,0
373,0
374,1
375,0
376,0
377,1
378,1
379,1
380,1
381,0
382,1
383,0
384,0
385,1
386,0
387,1
388,0
389,0
390,0
391,0
392,1
393,1
394,1
395,0
396,1
397,0
398,1
399,0
400,1
401,0
402,1
403,1
404,1
405,0
406,1
407,1
408,1
409,1
410,0
411,1
412,0
413,0
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,0
424,1
425,1
426,0
427,0
428,0
429,1
430,1
431,0
432,0
433,0
434,1
435,1
436,1
437,0
438,1
439,0
440,0
441,1
442,1
443,1
444,1
445,1
446,0
447,0
448,0
449,1
450,0
451,1
452,1
453,1
454,1
455,1
456,0
457,1
458,0
459,1
460,0
461,0
462,1
463,1
464,1
465,0
466,1
467,1
468,0
469,0
470,0
471,1
472,1
473,0
474,0
475,0
476,1
477,0
478,1
479,0
480,0
481,1
482,1
483,0
484,1
485,0
486,0
487,0
488,0
489,1
490,1
491,0
492,1
493,0
494,0
495,1
496,0
497,1
498,1
499,1
