numeric,numeric
ID,x1
0,0
1,1
2,0
3,1
4,1
5,1
6,0
7,1
8,1
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,1
17,1
18,0
19,1
20,1
21,1
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,1
40,1
41,0
42,1
43,1
44,1
45,0
46,1
47,0
48,0
49,0
50,1
51,1
52,0
53,1
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,1
62,0
63,0
64,1
65,1
66,0
67,0
68,1
69,1
70,1
71,1
72,1
73,0
74,1
75,0
76,1
77,1
78,0
79,0
80,1
81,1
82,0
83,0
84,0
85,0
86,0
87,0
88,1
89,1
90,0
91,1
92,1
93,1
94,1
95,1
96,0
97,1
98,0
99,0
100,1
101,1
102,0
103,1
104,1
105,0
106,0
107,0
108,1
109,1
110,0
111,0
112,0
113,1
114,0
115,0
116,0
117,0
118,0
119,1
120,0
121,1
122,1
123,0
124,1
125,1
126,1
127,0
128,0
129,0
130,1
131,0
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,1
140,0
141,0
142,1
143,0
144,1
145,0
146,0
147,0
148,0
149,1
150,0
151,1
152,0
153,0
154,0
155,1
156,0
157,0
158,0
159,0
160,0
161,0
162,1
163,1
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,1
173,1
174,1
175,0
176,0
177,1
178,1
179,0
180,1
181,0
182,0
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,0
193,0
194,1
195,1
196,1
197,0
198,0
199,1
200,0
201,1
202,1
203,0
204,1
205,0
206,1
207,1
208,1
209,1
210,0
211,1
212,0
213,0
214,0
215,0
216,1
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,1
225,0
226,0
227,0
228,0
229,0
230,1
231,0
232,1
233,0
234,1
235,1
236,1
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,0
245,0
246,0
247,1
248,1
249,0
250,1
251,0
252,1
253,0
254,1
255,1
256,1
257,1
258,1
259,0
260,0
261,1
262,1
263,0
264,1
265,0
266,1
267,1
268,1
269,1
270,1
271,1
272,0
273,0
274,1
275,1
276,1
277,1
278,0
279,0
280,0
281,1
282,1
283,1
284,1
285,0
286,0
287,0
288,0
289,0
290,0
291,1
292,1
293,1
294,1
295,0
296,1
297,0
298,0
299,1
300,1
301,1
302,0
303,1
304,1
305,0
306,1
307,1
308,0
309,1
310,0
311,1
312,0
313,0
314,0
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,1
323,1
324,1
325,0
326,0
327,1
328,1
329,0
330,1
331,0
332,0
333,1
334,0
335,0
336,1
337,0
338,0
339,0
340,1
341,0
342,1
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,0
351,0
352,1
353,0
354,1
355,1
356,0
357,0
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,1
367,0
368,1
369,1
370,1
371,0
372,1
373,1
374,0
375,1
376,1
377,0
378,1
379,0
380,1
381,1
382,0
383,1
384,0
385,0
386,1
387,1
388,1
389,1
390,1
391,1
392,0
393,0
394,1
395,1
396,0
397,1
398,1
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,1
407,0
408,0
409,0
410,0
411,1
412,0
413,0
414,0
415,0
416,1
417,0
418,1
419,0
420,1
421,0
422,1
423,0
424,0
425,1
426,0
427,1
428,0
429,0
430,1
431,1
432,0
433,1
434,1
435,0
436,1
437,1
438,0
439,1
440,0
441,0
442,0
443,0
444,0
445,1
446,0
447,0
448,0
449,0
450,0
451,0
452,1
453,0
454,0
455,1
456,0
457,1
458,1
459,1
460,0
461,0
462,0
463,1
464,1
465,0
466,1
467,1
468,0
469,1
470,1
471,0
472,0
473,0
474,0
475,1
476,0
477,1
478,0
479,1
480,0
481,1
482,1
483,1
484,1
485,1
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,0
494,0
495,0
496,1
497,1
498,1
499,0
500,1
501,0
502,1
503,0
504,0
505,1
506,1
507,0
508,0
509,1
510,1
511,0
512,0
513,0
514,0
515,0
516,1
517,1
518,1
519,1
520,0
521,0
522,0
523,0
524,1
525,1
526,1
527,1
528,1
529,0
530,0
531,1
532,0
533,0
534,0
535,0
536,0
537,1
538,1
539,1
540,0
541,0
542,0
543,0
544,0
545,1
546,1
547,1
548,1
549,1
550,0
551,1
552,0
553,1
554,1
555,1
556,1
557,0
558,0
559,1
560,0
561,0
562,1
563,1
564,1
565,1
566,1
567,0
568,1
569,1
570,1
571,1
572,0
573,0
574,1
575,1
576,0
577,1
578,0
579,0
580,0
581,1
582,0
583,0
584,0
585,1
586,0
587,1
588,1
589,1
590,0
591,0
592,1
593,0
594,0
595,0
596,1
597,1
598,0
599,0
600,1
601,1
602,1
603,1
604,1
605,0
606,1
607,1
608,0
609,1
610,0
611,0
612,0
613,0
614,1
615,1
616,1
617,1
618,0
619,1
620,0
621,0
622,1
623,1
624,0
625,1
626,1
627,0
628,1
629,1
630,0
631,1
632,0
633,1
634,1
635,0
636,1
637,1
638,0
639,1
640,0
641,0
642,1
643,0
644,0
645,1
646,0
647,0
648,0
649,0
650,1
651,0
652,1
653,0
654,0
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,1
663,1
664,0
665,0
666,1
667,0
668,1
669,0
670,0
671,1
672,0
673,1
674,1
675,0
676,1
677,1
678,1
679,0
680,1
681,0
682,0
683,0
684,1
685,0
686,0
687,1
688,0
689,0
690,1
691,1
692,0
693,1
694,0
695,1
696,0
697,0
698,0
699,0
700,0
701,1
702,1
703,1
704,1
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,1
713,0
714,0
715,1
716,1
717,0
718,0
719,0
720,1
721,0
722,0
723,1
724,1
725,1
726,1
727,0
728,1
729,1
730,0
731,1
732,0
733,0
734,1
735,0
736,1
737,0
738,1
739,1
740,0
741,0
742,1
743,0
744,1
745,0
746,1
747,0
748,1
749,0
750,0
751,0
752,0
753,1
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,1
763,0
764,0
765,1
766,1
767,1
768,1
769,0
770,1
771,0
772,0
773,1
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,1
789,0
790,1
791,0
792,0
793,0
794,0
795,0
796,0
797,1
798,1
799,0
800,0
801,0
802,1
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,1
811,0
812,0
813,1
814,0
815,1
816,0
817,1
818,1
819,0
820,1
821,0
822,0
823,0
824,1
825,0
826,0
827,0
828,1
829,0
830,1
831,0
832,0
833,1
834,1
835,0
836,1
837,1
838,0
839,0
840,0
841,0
842,0
843,1
844,1
845,1
846,1
847,0
848,1
849,0
850,1
851,0
852,1
853,1
854,1
855,0
856,1
857,1
858,1
859,0
860,1
861,1
862,1
863,1
864,1
865,0
866,0
867,1
868,1
869,1
870,1
871,0
872,1
873,0
874,1
875,0
876,1
877,1
878,1
879,0
880,0
881,0
882,0
883,1
884,0
885,0
886,1
887,0
888,1
889,0
890,1
891,0
892,0
893,1
894,0
895,1
896,0
897,0
898,1
899,0
900,0
901,1
902,0
903,1
904,0
905,0
906,1
907,0
908,0
909,1
910,1
911,1
912,1
913,0
914,1
915,1
916,0
917,1
918,1
919,0
920,0
921,0
922,1
923,1
924,1
925,1
926,0
927,0
928,1
929,1
930,0
931,1
932,0
933,0
934,0
935,0
936,0
937,1
938,0
939,0
940,0
941,1
942,1
943,1
944,1
945,0
946,1
947,0
948,1
949,0
950,1
951,0
952,1
953,1
954,1
955,1
956,0
957,1
958,0
959,1
960,1
961,1
962,1
963,0
964,0
965,1
966,1
967,0
968,0
969,0
970,0
971,1
972,0
973,0
974,0
975,1
976,1
977,0
978,1
979,1
980,0
981,0
982,0
983,1
984,0
985,0
986,0
987,0
988,1
989,1
990,0
991,1
992,1
993,1
994,1
995,0
996,0
997,0
998,1
999,0
