numeric,numeric
ID,x4
0,0
1,1
2,0
3,1
4,0
5,1
6,1
7,1
8,0
9,1
10,1
11,0
12,1
13,0
14,0
15,0
16,1
17,1
18,0
19,1
20,0
21,0
22,0
23,1
24,1
25,1
26,0
27,0
28,0
29,0
30,1
31,1
32,0
33,1
34,0
35,1
36,0
37,0
38,1
39,1
40,0
41,0
42,0
43,1
44,0
45,1
46,0
47,1
48,0
49,1
50,1
51,0
52,1
53,0
54,0
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,1
65,0
66,0
67,0
68,0
69,0
70,1
71,0
72,1
73,1
74,1
75,0
76,0
77,0
78,1
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,0
87,1
88,0
89,0
90,0
91,0
92,1
93,1
94,1
95,1
96,0
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,1
114,0
115,0
116,1
117,0
118,1
119,1
120,1
121,0
122,1
123,0
124,0
125,1
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,0
134,0
135,1
136,0
137,0
138,1
139,1
140,1
141,1
142,1
143,0
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,1
152,1
153,0
154,1
155,1
156,1
157,1
158,1
159,1
160,0
161,1
162,1
163,1
164,0
165,0
166,1
167,1
168,1
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,0
181,0
182,1
183,1
184,0
185,0
186,1
187,0
188,0
189,0
190,1
191,1
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,1
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,1
214,1
215,0
216,1
217,0
218,1
219,1
220,1
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,1
237,0
238,1
239,0
240,1
241,0
242,0
243,1
244,1
245,1
246,0
247,0
248,0
249,0
250,1
251,1
252,1
253,1
254,1
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,1
276,0
277,0
278,1
279,0
280,0
281,1
282,1
283,0
284,0
285,1
286,1
287,0
288,1
289,1
290,1
291,0
292,0
293,1
294,1
295,1
296,0
297,0
298,1
299,1
300,0
301,1
302,1
303,0
304,0
305,0
306,1
307,0
308,1
309,0
310,0
311,0
312,0
313,0
314,0
315,1
316,1
317,0
318,0
319,1
320,1
321,0
322,0
323,1
324,1
325,1
326,1
327,1
328,0
329,1
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,0
338,1
339,1
340,1
341,1
342,1
343,0
344,1
345,0
346,1
347,1
348,0
349,1
350,1
351,0
352,0
353,1
354,1
355,1
356,1
357,0
358,1
359,1
360,0
361,1
362,0
363,1
364,1
365,0
366,1
367,1
368,1
369,1
370,0
371,0
372,0
373,1
374,0
375,0
376,1
377,1
378,0
379,0
380,1
381,0
382,0
383,1
384,0
385,1
386,0
387,1
388,0
389,0
390,0
391,1
392,0
393,0
394,0
395,0
396,0
397,1
398,1
399,1
400,0
401,1
402,0
403,0
404,0
405,1
406,0
407,0
408,1
409,0
410,0
411,0
412,1
413,0
414,1
415,1
416,0
417,0
418,0
419,0
420,1
421,1
422,0
423,0
424,0
425,0
426,0
427,1
428,0
429,0
430,1
431,1
432,1
433,0
434,1
435,0
436,1
437,1
438,1
439,0
440,0
441,1
442,0
443,1
444,0
445,0
446,0
447,1
448,1
449,1
450,0
451,0
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,0
461,0
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,1
473,1
474,0
475,1
476,1
477,0
478,1
479,1
480,0
481,1
482,0
483,1
484,0
485,1
486,0
487,0
488,1
489,0
490,0
491,0
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,0
