numeric,numeric
ID,x5
0,1
1,1
2,1
3,1
4,0
5,0
6,0
7,1
8,1
9,0
10,1
11,0
12,1
13,0
14,0
15,1
16,0
17,1
18,1
19,0
20,1
21,0
22,0
23,1
24,0
25,0
26,1
27,0
28,1
29,0
30,0
31,0
32,0
33,1
34,0
35,1
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,1
44,0
45,1
46,0
47,1
48,0
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,0
57,1
58,1
59,0
60,1
61,1
62,1
63,1
64,0
65,0
66,0
67,1
68,1
69,0
70,1
71,1
72,1
73,0
74,0
75,1
76,1
77,0
78,1
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,1
87,0
88,1
89,0
90,1
91,1
92,1
93,0
94,0
95,0
96,0
97,1
98,0
99,1
100,0
101,1
102,1
103,1
104,0
105,1
106,0
107,0
108,1
109,0
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,0
121,0
122,1
123,0
124,0
125,0
126,1
127,0
128,0
129,0
130,0
131,1
132,1
133,1
134,1
135,0
136,1
137,0
138,0
139,0
140,1
141,0
142,1
143,0
144,0
145,1
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,0
154,0
155,1
156,1
157,0
158,0
159,1
160,1
161,0
162,0
163,1
164,0
165,1
166,1
167,1
168,0
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,0
179,0
180,1
181,1
182,1
183,1
184,1
185,0
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,1
194,1
195,0
196,0
197,1
198,1
199,1
200,1
201,1
202,1
203,0
204,1
205,0
206,1
207,1
208,1
209,0
210,0
211,0
212,0
213,1
214,0
215,0
216,0
217,0
218,1
219,0
220,1
221,0
222,1
223,1
224,0
225,1
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,1
234,0
235,0
236,1
237,1
238,0
239,0
240,0
241,1
242,1
243,0
244,0
245,0
246,0
247,0
248,1
249,1
250,0
251,0
252,0
253,1
254,0
255,0
256,1
257,0
258,1
259,0
260,0
261,1
262,1
263,0
264,1
265,0
266,0
267,0
268,1
269,1
270,1
271,1
272,0
273,1
274,1
275,0
276,0
277,0
278,0
279,1
280,1
281,1
282,1
283,1
284,0
285,0
286,0
287,0
288,0
289,1
290,0
291,0
292,1
293,0
294,0
295,1
296,0
297,1
298,1
299,0
300,1
301,0
302,0
303,1
304,1
305,1
306,1
307,0
308,0
309,0
310,1
311,1
312,1
313,1
314,0
315,1
316,0
317,1
318,1
319,1
320,0
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,1
342,0
343,0
344,0
345,1
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,0
354,1
355,1
356,0
357,0
358,1
359,0
360,1
361,0
362,1
363,0
364,0
365,0
366,1
367,0
368,0
369,0
370,0
371,0
372,1
373,0
374,0
375,0
376,1
377,0
378,1
379,0
380,0
381,1
382,0
383,0
384,1
385,1
386,0
387,0
388,0
389,0
390,0
391,0
392,1
393,0
394,0
395,1
396,1
397,0
398,1
399,0
400,0
401,1
402,1
403,1
404,0
405,0
406,0
407,0
408,1
409,1
410,0
411,0
412,0
413,1
414,0
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,1
423,1
424,1
425,1
426,1
427,1
428,0
429,1
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,1
438,1
439,1
440,1
441,0
442,0
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,0
451,1
452,1
453,1
454,0
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,0
464,1
465,1
466,0
467,0
468,1
469,0
470,1
471,0
472,1
473,0
474,0
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,1
483,0
484,1
